CustomerID,Age,Gender,CityTier,AnnualIncome,MembershipYears,RecencyDays,Frequency,AvgOrderValue,TotalSpend,PreferredCategory,DiscountSensitivity,OnlineEngagementScore,CartAbandonRate,ReturnsRate,SupportTickets,ChurnRisk
CUST100658,37,Male,Tier 3,18439,1.7,128,9,22.93,229.99,Home & Furniture,0.87,62.0,0.34,0.48,0,Medium
CUST100659,33,Female,Tier 3,52650,0.2,32,5,64.2,360.99,Groceries,0.69,67.9,0.26,0.05,0,Medium
CUST100660,28,Male,Tier 1,64494,0.0,19,2,67.31,125.59,Home & Furniture,0.41,53.3,0.32,0.1,1,Medium
CUST100661,28,Female,Tier 1,61319,0.2,11,7,72.3,487.47,Groceries,0.55,59.7,0.14,0.2,0,Low
CUST100662,34,Female,Tier 1,50833,1.2,2,4,64.18,269.06,Fashion,0.32,58.6,0.35,0.1,1,Medium
CUST100663,29,Female,Tier 1,46499,6.0,14,7,44.41,295.01,Home & Furniture,0.57,65.1,0.33,0.06,0,Low
CUST100664,27,Male,Tier 1,75158,2.2,47,9,76.65,767.9,Groceries,0.19,55.6,0.17,0.1,1,Low
CUST100665,36,Female,Tier 1,60490,3.6,34,9,71.57,568.3,Electronics,0.44,50.0,0.14,0.04,0,Low
CUST100666,32,Female,Tier 2,64494,1.4,129,1,91.51,78.83,Beauty,0.44,14.5,0.22,0.27,1,High
CUST100667,51,Male,Tier 2,50465,1.0,22,6,65.9,360.82,Groceries,0.64,75.0,0.19,0.33,2,Low
CUST100668,18,Female,Tier 1,66459,0.3,53,4,65.45,245.0,Beauty,0.29,58.7,0.38,0.23,1,Medium
CUST100669,47,Male,Tier 2,88259,4.6,30,9,99.53,791.75,Beauty,0.17,69.4,0.07,0.09,0,Low
CUST100670,48,Female,Tier 1,85750,3.4,32,8,117.07,814.53,Fashion,0.73,78.0,0.15,0.17,1,Low
CUST100671,18,Male,Tier 1,55776,0.4,14,6,80.23,518.29,Groceries,0.49,45.5,0.5,0.08,0,Low
CUST100672,31,Female,Tier 2,63029,1.6,27,4,80.74,290.43,Fashion,0.35,34.5,0.22,0.14,0,Medium
CUST100673,30,Female,Tier 2,53668,1.5,28,4,75.61,340.0,Fashion,0.39,59.8,0.44,0.1,0,Medium
CUST100674,19,Male,Tier 2,53741,2.2,55,5,86.38,414.8,Beauty,0.68,58.0,0.17,0.04,2,Medium
CUST100675,26,Male,Tier 1,60539,6.4,127,10,86.58,910.11,Home & Furniture,0.31,36.5,0.55,0.05,0,Medium
CUST100676,22,Male,Tier 3,46841,1.9,17,7,67.54,433.83,Electronics,0.38,66.6,0.35,0.05,0,Low
CUST100677,54,Male,Tier 2,71417,1.7,1,10,95.54,880.97,Groceries,0.38,65.1,0.36,0.07,0,Low
CUST100678,45,Male,Tier 2,46119,0.1,30,7,42.21,302.09,Sports,0.44,51.3,0.29,0.06,0,Low
CUST100679,48,Female,Tier 2,46914,0.1,35,3,36.56,111.68,Groceries,0.45,48.5,0.17,0.25,0,Medium
CUST100680,42,Male,Tier 3,32806,0.5,8,1,49.69,53.7,Home & Furniture,0.77,21.9,0.3,0.1,0,Medium
CUST100681,22,Male,Tier 2,25995,0.1,64,0,42.69,0.0,Home & Furniture,0.58,36.5,0.45,0.04,2,Medium
CUST100682,29,Female,Tier 2,35688,3.0,188,5,41.58,218.55,Fashion,0.26,32.7,0.2,0.11,1,Medium
CUST100683,40,Male,Tier 3,59870,2.8,131,6,82.28,486.15,Fashion,0.21,55.6,0.08,0.02,3,Medium
CUST100684,21,Female,Tier 2,38329,0.3,9,4,24.0,107.25,Home & Furniture,0.19,55.2,0.27,0.08,1,Medium
CUST100685,42,Female,Tier 1,82045,4.0,93,15,80.35,1249.57,Groceries,0.57,78.4,0.23,0.26,0,Medium
CUST100686,32,Female,Tier 2,59424,0.4,54,6,62.25,428.43,Groceries,0.41,26.0,0.4,0.09,1,Low
CUST100687,30,Female,Tier 1,32566,0.8,27,4,22.59,99.02,Home & Furniture,0.31,45.2,0.36,0.09,0,Medium
CUST100688,42,Female,Tier 1,84589,0.6,35,4,112.91,389.9,Home & Furniture,0.63,61.2,0.18,0.05,0,Medium
CUST100689,39,Male,Tier 2,76194,1.0,85,7,63.11,417.99,Fashion,0.66,51.8,0.44,0.16,0,Medium
CUST100690,31,Male,Tier 3,35510,0.6,29,7,40.77,291.54,Electronics,0.06,71.2,0.37,0.14,1,Low
CUST100691,47,Male,Tier 3,67363,1.5,21,5,89.76,478.62,Fashion,0.19,36.2,0.45,0.2,0,Medium
CUST100692,23,Female,Tier 1,49783,1.2,30,9,71.18,650.29,Groceries,0.47,73.8,0.45,0.29,1,Low
CUST100693,41,Male,Tier 2,64158,9.5,38,17,56.84,1049.22,Fashion,0.32,72.5,0.42,0.02,2,Low
CUST100694,41,Female,Tier 1,49639,0.1,9,3,71.6,200.79,Groceries,0.29,46.3,0.52,0.04,2,Medium
CUST100695,31,Female,Tier 3,21124,0.3,104,4,41.95,151.89,Electronics,0.34,59.5,0.58,0.1,2,Medium
CUST100696,38,Female,Tier 3,49309,0.1,50,5,96.09,416.15,Groceries,0.58,68.9,0.37,0.03,0,Medium
CUST100697,21,Female,Tier 2,52172,2.2,45,7,69.54,497.49,Fashion,0.63,71.9,0.41,0.13,2,Low
CUST100698,45,Male,Tier 3,51841,0.1,4,6,61.08,387.22,Groceries,0.34,86.1,0.21,0.12,0,Low
CUST100699,32,Female,Tier 2,37487,4.0,41,8,38.39,291.1,Fashion,0.5,77.1,0.15,0.04,0,Low
CUST100700,29,Female,Tier 2,50401,1.6,5,4,50.84,210.29,Fashion,0.35,48.0,0.39,0.13,1,Medium
CUST100701,46,Male,Tier 1,79247,1.6,3,8,73.65,510.04,Beauty,0.23,67.4,0.37,0.15,2,Low
CUST100702,27,Male,Tier 2,55991,1.8,33,3,87.23,230.23,Electronics,0.46,48.4,0.37,0.08,0,Medium
CUST100703,19,Female,Tier 2,56885,0.4,23,6,67.67,430.59,Home & Furniture,0.17,84.0,0.5,0.06,1,Low
CUST100704,18,Female,Tier 2,41137,0.5,39,6,62.76,361.66,Sports,0.51,71.4,0.11,0.16,0,Low
CUST100705,41,Female,Tier 1,93490,0.8,4,11,120.62,1395.02,Groceries,0.64,69.3,0.45,0.39,0,Low
CUST100706,20,Female,Tier 3,27828,2.0,25,6,8.0,52.78,Beauty,0.22,70.0,0.14,0.37,1,Low
CUST100707,54,Female,Tier 1,86376,0.5,8,4,111.16,491.68,Electronics,0.42,42.4,0.42,0.21,3,Medium
CUST100708,18,Male,Tier 2,74474,0.3,195,3,82.89,224.21,Groceries,0.55,39.5,0.11,0.06,0,Medium
CUST100709,53,Male,Tier 2,75856,7.7,37,7,89.74,625.6,Fashion,0.62,49.0,0.39,0.14,0,Low
CUST100710,37,Male,Tier 2,57154,0.0,52,3,55.2,177.22,Electronics,0.58,30.5,0.76,0.13,0,Medium
CUST100711,33,Male,Tier 2,49690,3.6,17,12,50.08,650.36,Fashion,0.7,81.7,0.28,0.15,0,Low
CUST100712,29,Female,Tier 1,86249,3.4,4,11,99.21,1184.51,Fashion,0.32,82.5,0.21,0.04,1,Low
CUST100713,39,Female,Tier 1,45986,0.8,167,3,94.09,259.25,Groceries,0.38,44.8,0.48,0.09,0,Medium
CUST100714,34,Female,Tier 2,42137,0.3,15,2,70.16,127.38,Sports,0.14,50.3,0.39,0.03,0,Medium
CUST100715,47,Male,Tier 2,57643,0.3,24,6,87.02,536.22,Electronics,0.27,44.4,0.2,0.01,0,Low
CUST100716,36,Female,Tier 1,92677,2.6,47,12,94.35,1214.09,Fashion,0.59,55.4,0.36,0.14,0,Low
CUST100717,36,Female,Tier 2,67235,2.3,1,9,67.03,570.54,Fashion,0.3,56.3,0.33,0.19,1,Low
CUST100718,31,Female,Tier 2,40975,3.4,74,7,42.43,261.79,Fashion,0.68,53.8,0.46,0.09,0,Medium
CUST100719,34,Female,Tier 2,54014,6.1,34,15,57.69,921.62,Home & Furniture,0.56,89.5,0.52,0.11,0,Low
CUST100720,38,Male,Tier 3,45142,2.6,14,5,26.83,126.09,Fashion,0.91,71.3,0.45,0.13,0,Medium
CUST100721,18,Male,Tier 1,50423,0.4,2,6,51.15,276.18,Electronics,0.29,42.0,0.38,0.03,1,Low
CUST100722,20,Male,Tier 1,81620,0.6,7,3,79.61,213.59,Home & Furniture,0.59,47.0,0.27,0.15,1,Medium
CUST100723,43,Male,Tier 2,38508,4.1,101,7,49.46,327.0,Beauty,0.55,45.3,0.66,0.27,2,Medium
CUST100724,36,Male,Tier 2,89358,0.5,52,4,96.44,396.49,Groceries,0.37,22.4,0.32,0.04,0,Medium
CUST100725,32,Female,Tier 2,73708,0.2,12,3,86.86,249.51,Groceries,0.26,61.6,0.38,0.05,1,Medium
CUST100726,35,Female,Tier 3,74635,2.7,3,9,81.97,631.64,Electronics,0.4,64.7,0.51,0.22,0,Low
CUST100727,38,Female,Tier 3,47867,1.1,52,6,51.17,269.89,Fashion,0.16,55.4,0.25,0.01,2,Low
CUST100728,29,Female,Tier 3,49901,5.6,38,11,32.13,331.22,Fashion,0.48,84.4,0.4,0.26,1,Low
CUST100729,26,Male,Tier 2,30603,2.3,23,8,36.87,309.09,Fashion,0.43,64.8,0.38,0.02,0,Low
CUST100730,37,Female,Tier 2,51356,0.2,20,6,48.21,254.42,Sports,0.47,54.8,0.67,0.13,1,Low
CUST100731,24,Male,Tier 1,74485,6.5,10,8,89.06,725.45,Groceries,0.37,71.9,0.17,0.05,0,Low
CUST100732,39,Male,Tier 1,94929,0.7,49,8,112.75,799.14,Electronics,0.31,73.8,0.11,0.23,0,Low
CUST100733,18,Male,Tier 2,33271,0.9,158,6,61.8,338.72,Fashion,0.36,49.8,0.31,0.1,1,Medium
CUST100734,46,Male,Tier 1,67820,1.1,8,6,87.87,475.37,Fashion,0.16,69.5,0.31,0.11,0,Low
CUST100735,40,Male,Tier 3,54276,0.1,40,3,63.23,165.06,Groceries,0.55,50.3,0.09,0.35,0,Medium
CUST100736,37,Male,Tier 2,35675,1.5,24,4,41.9,176.21,Fashion,0.34,54.6,0.36,0.13,2,Medium
CUST100737,45,Male,Tier 2,74644,0.3,26,4,71.0,280.88,Fashion,0.57,56.8,0.1,0.09,1,Medium
CUST100738,53,Female,Tier 1,64168,1.1,13,11,50.86,615.02,Groceries,0.31,61.7,0.27,0.07,1,Low
CUST100739,46,Male,Tier 1,70882,1.0,78,4,93.95,330.58,Fashion,0.4,43.4,0.43,0.19,0,Medium
CUST100740,18,Male,Tier 1,55064,3.3,29,13,63.27,734.85,Electronics,0.2,89.6,0.13,0.04,0,Low
CUST100741,20,Male,Tier 1,49791,3.6,35,5,42.8,201.57,Electronics,0.79,80.6,0.44,0.05,1,Medium
CUST100742,28,Female,Tier 1,67073,0.4,16,6,63.5,411.39,Fashion,0.69,79.5,0.29,0.07,0,Low
CUST100743,35,Male,Tier 2,56119,1.0,9,10,53.76,506.27,Electronics,0.52,53.2,0.35,0.12,0,Low
CUST100744,40,Male,Tier 3,50306,1.0,4,2,62.57,121.7,Fashion,0.66,36.6,0.42,0.07,0,Medium
CUST100745,27,Male,Tier 3,38687,0.4,56,2,68.25,128.38,Home & Furniture,0.49,34.1,0.31,0.07,0,Medium
CUST100746,37,Male,Tier 2,66551,3.5,9,10,70.24,613.94,Home & Furniture,0.31,70.7,0.41,0.12,1,Low
CUST100747,26,Male,Tier 1,96165,2.7,52,9,66.35,675.87,Groceries,0.34,29.1,0.38,0.08,0,Low
CUST100748,28,Male,Tier 3,54717,0.5,22,3,62.76,191.02,Beauty,0.36,46.7,0.46,0.11,1,Medium
CUST100749,19,Male,Tier 3,66530,1.0,24,3,73.1,238.24,Fashion,0.27,70.5,0.07,0.08,1,Medium
CUST100750,24,Male,Tier 1,40576,0.2,28,3,50.44,158.51,Beauty,0.26,65.0,0.54,0.07,1,Medium
CUST100751,20,Male,Tier 2,56839,2.2,20,4,57.95,232.79,Fashion,0.59,49.9,0.33,0.21,1,Medium
CUST100752,24,Female,Tier 1,45847,0.3,4,5,61.47,269.52,Fashion,0.27,54.4,0.18,0.05,0,Medium
CUST100753,46,Female,Tier 3,32815,9.4,16,16,48.34,806.56,Fashion,0.22,87.2,0.14,0.07,1,Low
CUST100754,24,Male,Tier 3,37291,3.3,49,12,50.7,545.5,Electronics,0.34,80.3,0.2,0.17,0,Low
CUST100755,63,Male,Tier 1,102654,1.1,49,3,111.73,326.58,Sports,0.82,44.7,0.39,0.07,1,Medium
CUST100756,40,Female,Tier 3,74100,1.9,15,4,75.3,312.87,Electronics,0.28,53.7,0.22,0.05,1,Medium
CUST100757,37,Male,Tier 2,65174,5.3,27,12,67.01,872.2,Fashion,0.74,64.5,0.51,0.24,0,Low
CUST100758,25,Male,Tier 3,23411,1.8,9,9,60.21,571.97,Fashion,0.07,51.1,0.14,0.09,0,Low
CUST100759,42,Female,Tier 2,59266,0.4,10,7,77.78,572.48,Electronics,0.11,60.4,0.35,0.05,1,Low
CUST100760,28,Male,Tier 3,57630,1.0,1,4,80.43,287.85,Electronics,0.78,54.3,0.47,0.13,1,Medium
CUST100761,36,Male,Tier 1,73559,4.1,102,13,99.69,1236.15,Electronics,0.57,50.7,0.4,0.08,1,Medium
CUST100762,63,Male,Tier 1,48011,2.3,10,10,67.9,585.89,Fashion,0.82,76.8,0.3,0.01,1,Low
CUST100763,33,Female,Tier 1,53174,2.3,11,3,78.24,250.17,Beauty,0.66,60.7,0.24,0.14,1,Medium
CUST100764,47,Male,Tier 3,58646,4.4,14,7,45.18,359.2,Fashion,0.5,70.9,0.43,0.1,1,Low
CUST100765,27,Female,Tier 3,61453,4.9,6,8,74.27,552.11,Electronics,0.27,56.2,0.23,0.07,0,Low
CUST100766,34,Female,Tier 3,15069,5.6,45,10,29.82,261.32,Groceries,0.77,41.7,0.29,0.42,1,Low
CUST100767,54,Male,Tier 3,59681,0.2,3,4,94.9,376.82,Sports,0.51,63.3,0.25,0.25,0,Medium
CUST100768,28,Male,Tier 1,69774,1.7,6,3,92.06,305.73,Fashion,0.29,47.4,0.48,0.2,0,Medium
CUST100769,54,Male,Tier 1,92893,3.0,46,11,87.95,982.53,Fashion,0.25,56.7,0.42,0.15,1,Low
CUST100770,42,Male,Tier 1,85271,3.1,18,6,96.65,501.05,Sports,0.13,45.1,0.08,0.07,0,Low
CUST100771,28,Male,Tier 1,77686,2.1,55,7,87.25,697.65,Electronics,0.64,55.2,0.44,0.05,1,Low
CUST100772,41,Female,Tier 1,58001,0.4,36,2,75.15,165.12,Groceries,0.13,69.3,0.08,0.06,0,Medium
CUST100773,45,Female,Tier 2,29655,3.5,13,6,29.43,157.06,Fashion,0.79,54.6,0.34,0.05,1,Low
CUST100774,41,Female,Tier 1,65325,2.8,47,4,79.84,359.77,Sports,0.6,40.2,0.46,0.4,1,Medium
CUST100775,18,Male,Tier 1,81229,0.2,5,7,84.27,581.16,Sports,0.66,71.3,0.3,0.04,2,Low
CUST100776,27,Female,Tier 1,91882,1.4,34,5,100.81,484.68,Beauty,0.48,58.7,0.08,0.11,1,Medium
CUST100777,32,Female,Tier 1,81589,0.4,25,4,77.13,304.92,Fashion,0.11,30.1,0.51,0.02,0,Medium
CUST100778,34,Female,Tier 3,62328,0.9,14,10,63.16,694.99,Fashion,0.42,76.5,0.49,0.4,0,Low
CUST100779,41,Male,Tier 2,69233,0.0,41,2,95.3,199.72,Fashion,0.23,75.4,0.3,0.03,1,Medium
CUST100780,36,Female,Tier 3,45389,1.1,92,10,42.05,364.9,Beauty,0.43,29.6,0.34,0.06,0,Medium
CUST100781,20,Male,Tier 1,61658,1.8,306,4,56.72,258.03,Beauty,0.04,12.6,0.42,0.18,1,Medium
CUST100782,39,Male,Tier 1,101643,2.1,42,11,103.93,1022.43,Fashion,0.13,33.6,0.12,0.03,0,Low
CUST100783,41,Male,Tier 2,45433,2.4,23,4,46.28,198.76,Groceries,0.1,54.8,0.15,0.21,0,Medium
CUST100784,41,Female,Tier 1,101466,4.0,11,12,91.28,1140.1,Electronics,0.59,84.8,0.27,0.03,0,Low
CUST100785,46,Female,Tier 1,68603,0.5,13,6,78.75,428.21,Fashion,0.53,62.0,0.82,0.03,2,Low
CUST100786,44,Male,Tier 1,97457,0.3,29,3,78.64,212.62,Groceries,0.79,69.8,0.39,0.11,1,Medium
CUST100787,40,Male,Tier 1,46677,4.2,20,8,43.78,389.15,Fashion,0.43,74.0,0.43,0.09,1,Low
CUST100788,34,Male,Tier 1,80146,0.4,110,6,117.6,688.6,Fashion,0.34,71.4,0.41,0.1,0,Medium
CUST100789,18,Male,Tier 1,49938,8.1,20,16,68.51,1146.99,Electronics,0.25,93.9,0.35,0.13,0,Low
CUST100790,39,Male,Tier 2,36125,4.1,21,11,38.91,428.53,Beauty,0.33,65.1,0.09,0.08,0,Low
CUST100791,37,Male,Tier 1,74733,1.5,21,5,88.55,472.95,Beauty,0.23,58.7,0.1,0.13,0,Medium
CUST100792,37,Female,Tier 1,88970,8.8,81,13,102.65,1326.14,Sports,0.11,57.5,0.41,0.2,0,Medium
CUST100793,20,Male,Tier 3,33791,0.2,47,4,63.08,236.23,Home & Furniture,0.55,50.5,0.46,0.06,3,Medium
CUST100794,23,Male,Tier 1,38217,0.8,42,9,49.94,431.04,Groceries,0.31,64.5,0.29,0.22,0,Low
CUST100795,46,Male,Tier 1,72746,2.2,18,5,95.27,527.66,Fashion,0.75,57.2,0.33,0.05,0,Medium
CUST100796,34,Female,Tier 3,53026,0.9,76,8,33.61,266.3,Sports,0.53,74.5,0.12,0.12,0,Medium
CUST100797,42,Female,Tier 1,82669,5.8,1,11,73.05,734.47,Groceries,0.17,67.9,0.15,0.08,0,Low
CUST100798,35,Female,Tier 1,87092,0.1,92,6,95.03,644.52,Home & Furniture,0.52,41.6,0.42,0.11,0,Medium
CUST100799,35,Male,Tier 2,58930,1.8,32,6,74.05,483.83,Home & Furniture,0.63,48.4,0.29,0.01,0,Low
CUST100800,45,Female,Tier 1,107399,2.0,22,9,95.82,747.42,Beauty,0.72,73.7,0.47,0.01,2,Low
CUST100801,29,Male,Tier 2,61636,2.3,30,4,75.25,346.05,Electronics,0.46,38.2,0.37,0.42,1,Medium
CUST100802,36,Female,Tier 3,49164,0.6,49,6,51.61,327.77,Fashion,0.56,54.7,0.34,0.04,0,Low
CUST100803,29,Female,Tier 1,38591,1.0,1,7,48.0,301.75,Groceries,0.34,79.8,0.15,0.27,0,Low
CUST100804,30,Female,Tier 2,53272,4.1,92,8,79.76,587.77,Beauty,0.2,60.3,0.25,0.32,1,Medium
CUST100805,31,Female,Tier 2,52345,0.5,26,4,77.25,326.84,Home & Furniture,0.6,54.5,0.3,0.06,1,Medium
CUST100806,37,Female,Tier 1,88085,3.9,18,6,78.45,510.21,Fashion,0.39,59.8,0.31,0.13,0,Low
CUST100807,29,Male,Tier 2,65924,1.8,6,5,59.08,272.27,Fashion,0.77,47.0,0.26,0.13,0,Medium
CUST100808,48,Female,Tier 1,53971,3.2,26,5,58.81,272.61,Home & Furniture,0.79,47.1,0.41,0.11,1,Medium
CUST100809,25,Male,Tier 2,59100,2.8,30,7,68.85,454.06,Home & Furniture,0.07,58.7,0.57,0.08,1,Low
CUST100810,32,Female,Tier 1,80887,0.5,23,6,77.54,478.92,Groceries,0.48,63.0,0.23,0.17,0,Low
CUST100811,30,Male,Tier 2,85504,1.9,51,10,106.86,963.39,Fashion,0.23,76.3,0.71,0.11,1,Low
CUST100812,50,Male,Tier 1,91975,4.5,24,16,101.86,1436.26,Sports,0.2,80.7,0.41,0.07,0,Low
CUST100813,37,Male,Tier 3,69495,1.2,146,11,84.0,973.58,Groceries,0.26,73.6,0.18,0.19,0,Medium
CUST100814,46,Male,Tier 1,75481,7.5,41,18,63.9,1246.51,Beauty,0.19,100.0,0.15,0.09,1,Low
CUST100815,18,Male,Tier 1,70189,1.3,74,9,96.0,864.24,Electronics,0.25,70.1,0.57,0.36,0,Medium
CUST100816,37,Female,Tier 2,83291,0.3,5,5,47.11,225.93,Fashion,0.26,74.2,0.1,0.08,1,Medium
CUST100817,44,Male,Tier 2,39610,1.1,22,7,65.52,449.29,Beauty,0.88,49.9,0.31,0.02,0,Low
CUST100818,35,Male,Tier 2,53710,6.7,18,13,78.77,989.73,Electronics,0.75,60.4,0.3,0.13,0,Low
CUST100819,46,Female,Tier 2,50493,0.8,37,2,55.59,126.52,Groceries,0.56,56.5,0.32,0.11,1,Medium
CUST100820,29,Male,Tier 2,64424,4.5,88,7,92.78,701.69,Groceries,0.46,39.1,0.44,0.22,0,Medium
CUST100821,50,Female,Tier 3,83143,4.7,3,10,88.34,806.04,Home & Furniture,0.3,66.2,0.18,0.36,1,Low
CUST100822,60,Female,Tier 1,69254,0.9,3,5,78.65,379.59,Fashion,0.7,69.0,0.28,0.06,1,Medium
CUST100823,31,Female,Tier 2,15374,0.2,85,3,37.9,115.2,Electronics,0.44,64.5,0.37,0.05,0,Medium
CUST100824,30,Female,Tier 3,45580,2.8,10,5,105.78,546.83,Sports,0.4,55.9,0.36,0.1,0,Medium
CUST100825,50,Male,Tier 3,77442,0.8,49,9,104.7,933.31,Groceries,0.49,55.3,0.53,0.1,0,Low
CUST100826,52,Female,Tier 3,71477,3.4,35,7,90.08,689.23,Electronics,0.68,64.3,0.17,0.05,0,Low
CUST100827,29,Male,Tier 1,75307,1.3,80,7,69.06,522.23,Electronics,0.37,43.1,0.42,0.13,1,Medium
CUST100828,30,Male,Tier 1,62960,1.5,6,6,74.62,448.41,Sports,0.17,59.3,0.26,0.1,1,Low
CUST100829,31,Female,Tier 2,35377,3.3,6,9,37.28,371.2,Electronics,0.05,67.3,0.34,0.1,1,Low
CUST100830,20,Male,Tier 2,63275,1.1,36,6,85.06,548.8,Groceries,0.17,58.1,0.19,0.24,0,Low
CUST100831,24,Female,Tier 2,40582,1.3,131,4,55.93,242.42,Fashion,0.49,46.0,0.46,0.12,0,Medium
CUST100832,23,Female,Tier 2,94513,1.0,24,6,81.89,558.61,Beauty,0.24,49.6,0.18,0.34,0,Low
CUST100833,26,Female,Tier 3,61669,1.0,17,5,72.61,337.61,Home & Furniture,0.51,49.6,0.43,0.13,0,Medium
CUST100834,34,Female,Tier 1,59148,1.6,41,9,56.55,473.47,Groceries,0.57,54.9,0.42,0.1,0,Low
CUST100835,37,Male,Tier 3,44795,3.6,119,5,59.6,332.77,Electronics,0.5,28.7,0.25,0.03,3,Medium
CUST100836,52,Male,Tier 1,75127,1.0,81,1,69.72,75.41,Beauty,0.16,48.0,0.65,0.04,1,Medium
CUST100837,24,Female,Tier 1,61288,1.6,243,8,71.49,645.1,Fashion,0.23,52.4,0.4,0.1,1,Medium
CUST100838,45,Male,Tier 2,84103,2.4,1,5,101.34,440.29,Sports,0.78,69.5,0.23,0.29,0,Medium
CUST100839,32,Female,Tier 2,62155,0.7,5,4,71.0,294.88,Groceries,0.75,54.4,0.37,0.02,0,Medium
CUST100840,34,Female,Tier 1,56430,0.7,42,6,61.16,327.84,Home & Furniture,0.76,48.1,0.23,0.18,1,Low
CUST100841,42,Female,Tier 1,106827,6.0,77,11,112.07,1234.21,Electronics,0.61,73.2,0.42,0.03,2,Medium
CUST100842,22,Male,Tier 3,50687,2.8,15,6,72.7,391.15,Home & Furniture,0.72,68.2,0.49,0.24,0,Low
CUST100843,39,Male,Tier 1,85439,1.9,12,5,74.59,331.34,Fashion,0.13,61.4,0.16,0.05,1,Medium
CUST100844,36,Male,Tier 2,49451,2.3,69,11,65.12,611.49,Fashion,0.23,86.0,0.08,0.15,2,Medium
CUST100845,40,Male,Tier 2,68536,0.1,2,7,96.88,704.66,Electronics,0.49,63.5,0.1,0.11,0,Low
CUST100846,38,Female,Tier 2,66799,2.1,20,1,84.27,80.71,Electronics,0.2,46.9,0.55,0.07,2,Medium
CUST100847,62,Male,Tier 2,36786,1.6,31,5,51.52,227.09,Electronics,0.38,52.1,0.34,0.05,0,Medium
CUST100848,27,Male,Tier 1,103074,1.7,36,10,115.49,1093.52,Fashion,0.27,47.7,0.33,0.21,1,Low
CUST100849,29,Male,Tier 2,80831,1.0,58,2,94.15,169.6,Beauty,0.71,56.1,0.29,0.05,2,Medium
CUST100850,28,Female,Tier 1,60050,0.2,19,9,81.35,829.17,Fashion,0.36,64.8,0.2,0.03,0,Low
CUST100851,28,Female,Tier 2,37359,0.5,42,6,20.77,117.89,Home & Furniture,0.27,63.9,0.1,0.2,1,Low
CUST100852,27,Male,Tier 1,73056,6.6,39,8,57.58,437.69,Electronics,0.78,84.2,0.63,0.17,0,Low
CUST100853,48,Male,Tier 2,66760,1.2,35,4,90.71,399.83,Groceries,0.2,49.8,0.14,0.19,0,Medium
CUST100854,50,Male,Tier 1,82402,1.4,46,10,66.09,690.2,Groceries,0.39,37.3,0.38,0.01,0,Low
CUST100855,28,Male,Tier 1,70648,0.1,13,3,84.9,270.76,Sports,0.64,60.5,0.41,0.07,2,Medium
CUST100856,25,Female,Tier 1,75112,0.1,3,4,77.31,321.86,Beauty,0.17,59.7,0.23,0.02,0,Medium
CUST100857,40,Female,Tier 1,98051,2.8,5,10,86.77,983.85,Fashion,0.37,60.7,0.18,0.12,0,Low
CUST100858,28,Male,Tier 3,62425,1.7,11,9,77.27,634.3,Home & Furniture,0.15,71.7,0.34,0.12,0,Low
CUST100859,41,Male,Tier 1,53506,1.6,31,4,67.6,310.07,Electronics,0.52,64.3,0.23,0.26,1,Medium
CUST100860,37,Female,Tier 3,80326,0.6,82,5,118.59,651.82,Groceries,0.61,40.4,0.18,0.08,2,Medium
CUST100861,18,Male,Tier 3,77731,3.0,54,7,75.4,541.89,Electronics,0.27,55.0,0.17,0.05,0,Low
CUST100862,52,Female,Tier 2,123537,0.4,70,2,144.55,303.18,Fashion,0.35,64.7,0.24,0.12,0,Medium
CUST100863,54,Male,Tier 1,57377,0.5,19,6,73.1,458.18,Fashion,0.6,51.4,0.13,0.04,0,Low
CUST100864,28,Male,Tier 1,71571,1.4,23,11,69.73,665.41,Home & Furniture,0.27,70.5,0.06,0.2,0,Low
CUST100865,30,Male,Tier 2,20522,0.7,22,3,49.09,134.81,Groceries,0.2,22.3,0.07,0.24,0,Medium
CUST100866,38,Male,Tier 1,81156,0.6,9,5,96.12,547.13,Home & Furniture,0.51,41.3,0.32,0.09,1,Medium
CUST100867,38,Female,Tier 1,61332,2.3,2,11,71.65,796.28,Groceries,0.42,73.7,0.07,0.13,1,Low
CUST100868,42,Male,Tier 2,97422,2.3,40,6,105.18,608.05,Electronics,0.29,72.7,0.07,0.13,0,Low
CUST100869,57,Male,Tier 3,49856,3.8,203,4,52.59,226.9,Home & Furniture,0.57,21.4,0.52,0.05,0,Medium
CUST100870,33,Male,Tier 2,28794,1.2,8,4,31.61,127.37,Beauty,0.45,58.1,0.19,0.15,0,Medium
CUST100871,26,Male,Tier 1,57917,0.2,2,5,79.66,340.13,Beauty,0.48,55.3,0.31,0.03,0,Medium
CUST100872,19,Male,Tier 2,18041,0.7,68,1,31.68,33.93,Groceries,0.57,56.6,0.49,0.1,1,Medium
CUST100873,26,Male,Tier 1,79919,8.6,13,14,85.4,1278.89,Home & Furniture,0.34,62.1,0.19,0.06,1,Low
CUST100874,34,Female,Tier 1,32428,2.0,79,9,51.22,414.67,Home & Furniture,0.41,65.3,0.47,0.11,2,Medium
CUST100875,54,Male,Tier 3,63112,2.7,54,6,76.57,522.36,Electronics,0.39,48.8,0.31,0.1,3,Low
CUST100876,29,Male,Tier 1,30199,0.0,131,2,23.73,43.53,Electronics,0.33,43.6,0.37,0.17,0,High
CUST100877,37,Female,Tier 1,65034,1.6,23,5,93.49,461.52,Electronics,0.34,58.5,0.53,0.09,2,Medium
